City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
284,santo domingo,18.5001,-69.9886,296.97,91,20,3.09,DO,1675220181
285,nova londrina,-22.7658,-52.985,294.15,99,100,1.77,BR,1675220182
286,aurillac,44.9167,2.45,275.64,94,100,1.54,FR,1675220183
287,luanda,-8.8368,13.2343,299.15,89,75,4.12,AO,1675220183
288,linhares,-19.3911,-40.0722,294.95,96,40,0.59,BR,1675220184
289,atbasar,51.8,68.3333,251.24,95,100,1.78,KZ,1675220185
290,huambo,-12.7761,15.7392,287.5,95,96,0.72,AO,1675219958
291,elat,29.5581,34.9482,287.06,41,20,2.06,IL,1675220009
292,las palmas,28.4204,-14.0131,286.59,63,100,4.12,ES,1675220186
293,guaymas,27.9333,-110.9,286.97,59,0,1.51,MX,1675220129
294,laguna,38.421,-121.4238,283.31,53,0,2.06,US,1675220188
295,coahuayana,18.7333,-103.6833,293.82,91,7,0.96,MX,1675220189
296,polyarnyy,69.1989,33.4478,270.26,91,100,2.4,RU,1675220189
297,jumla,29.2747,82.1838,278.5,34,0,1.47,NP,1675220190
298,elko,41.0002,-115.5012,258.16,78,100,2.68,US,1675220079
299,lucapa,-8.4192,20.7447,291.1,93,100,0.99,AO,1675220191
300,rujiena,57.8975,25.3316,272.62,97,96,2.88,LV,1675220192
301,solnechnyy,50.7214,136.6319,255.62,89,100,1.3,RU,1675220193
302,lebu,-37.6167,-73.65,286.91,84,0,9.07,CL,1675219952
303,yazoo city,32.8551,-90.4056,272.54,93,100,4.46,US,1675220195
304,marolambo,-20.05,48.1167,294.52,99,100,0.24,MG,1675220196
305,ugoofaaru,5.6667,73.0,299.95,75,100,5.47,MV,1675220196
306,matamoros,25.5333,-103.25,294.88,44,94,6.04,MX,1675220197
307,hampton,37.0299,-76.3452,281.16,87,100,6.17,US,1675219972
308,lompoc,34.6391,-120.4579,284.23,78,0,0.0,US,1675219998
309,salina cruz,16.1667,-95.2,298.57,66,0,4.76,MX,1675220198
310,ararangua,-28.9347,-49.4858,294.74,94,12,1.3,BR,1675220199
311,powell river,49.8496,-124.5361,274.45,100,100,2.06,CA,1675220200
312,ketchikan,55.3422,-131.6461,277.14,93,100,2.57,US,1675220200
313,boca do acre,-8.7522,-67.3978,295.2,97,100,1.08,BR,1675220201
314,sol-iletsk,51.1631,54.9918,253.47,88,5,2.47,RU,1675220201
315,gizo,-8.103,156.8419,301.98,72,96,3.8,SB,1675220202
316,tukrah,32.5341,20.5791,286.27,55,45,10.31,LY,1675220202
317,kitui,-1.367,38.0106,289.11,94,37,1.37,KE,1675220202
318,leningradskiy,69.3833,178.4167,258.67,96,100,4.26,RU,1675220006
319,toora-khem,52.4675,96.11,253.0,99,94,0.8,RU,1675219990
320,midland,31.9974,-102.0779,269.52,89,100,4.63,US,1675220203
321,kutum,14.2,24.6667,290.26,20,63,2.92,SD,1675220203
322,port macquarie,-31.4333,152.9167,302.53,60,6,6.23,AU,1675220204
323,caconda,-13.7333,15.0667,288.91,93,100,1.06,AO,1675220204
324,rio claro,-22.4114,-47.5614,293.79,94,100,0.85,BR,1675220205
325,puerto carreno,6.189,-67.4859,298.33,49,0,3.32,CO,1675220205
326,hachinohe,40.5,141.5,277.15,71,75,3.58,JP,1675220205
327,caravelas,-17.7125,-39.2481,296.94,85,95,1.78,BR,1675220206
328,aranos,-24.1333,19.1167,295.84,68,57,8.13,NA,1675220206
329,kempsey,-31.0833,152.8333,302.56,64,30,1.79,AU,1675220206
330,biu,10.6129,12.1946,295.57,18,99,4.21,NG,1675220207
331,andradina,-20.8961,-51.3794,294.64,92,100,1.71,BR,1675220207
332,ituiutaba,-18.9689,-49.465,295.19,87,100,1.43,BR,1675220208
333,bambanglipuro,-7.95,110.2833,302.2,68,100,2.36,ID,1675220208
334,wladyslawowo,54.7909,18.4009,277.3,84,100,13.54,PL,1675220208
335,luganville,-15.5333,167.1667,302.1,71,91,0.34,VU,1675220209
336,axim,4.8699,-2.2405,298.36,87,87,0.05,GH,1675220209
337,nouadhibou,20.931,-17.0347,289.14,63,100,9.26,MR,1675220209
338,takoradi,4.8845,-1.7554,298.66,87,69,1.05,GH,1675220031
339,norman wells,65.282,-126.8329,241.17,75,20,0.0,CA,1675220210
340,yarmouth,41.7057,-70.2286,273.23,65,100,8.05,US,1675220210
341,barreiras,-12.1528,-44.99,294.72,72,2,1.67,BR,1675220210
342,vangaindrano,-23.35,47.6,295.37,85,100,2.62,MG,1675220211
343,dunedin,-45.8742,170.5036,291.37,10,100,1.34,NZ,1675220211
344,bandarbeyla,9.4942,50.8122,296.39,71,6,5.14,SO,1675220211
345,havelock,34.8791,-76.9013,288.12,89,100,1.54,US,1675219965
346,kalmunai,7.4167,81.8167,297.9,87,100,7.2,LK,1675219956
347,inderka,53.2485,46.2582,268.88,94,100,3.72,RU,1675220212
348,port hawkesbury,45.6169,-61.3485,268.92,69,20,7.72,CA,1675220212
349,murray bridge,-35.1167,139.2667,290.44,64,84,7.01,AU,1675219969
350,alihe,50.5667,123.7167,260.64,62,34,3.64,CN,1675220213
351,kurtamysh,54.9103,64.4319,260.24,90,96,3.2,RU,1675220213
352,zlynka,52.4267,31.7378,270.5,97,83,2.73,RU,1675220214
353,lander,42.833,-108.7307,273.48,70,0,1.54,US,1675220214
354,kunashak,55.7032,61.5498,268.44,91,80,2.27,RU,1675220214
355,boguchany,58.3814,97.4531,260.62,96,100,0.94,RU,1675220215
356,antanifotsy,-19.65,47.3167,289.23,99,100,0.77,MG,1675220215
357,bacolod,10.6667,122.95,302.57,70,47,5.28,PH,1675220216
358,dhidhdhoo,6.8833,73.1,300.09,73,100,5.52,MV,1675220216
359,hokitika,-42.7167,170.9667,291.96,91,100,1.6,NZ,1675220216
360,imbituba,-28.24,-48.6703,295.9,85,5,2.1,BR,1675220217
361,hue,16.4667,107.6,296.21,78,40,1.03,VN,1675220217
362,zemio,5.0314,25.1361,294.72,31,9,0.85,CF,1675220218
363,ahmadpur east,29.1431,71.2598,286.63,48,0,2.38,PK,1675220218
364,alice springs,-23.7,133.8833,298.9,61,100,4.63,AU,1675219938
365,marsh harbour,26.5412,-77.0636,296.67,75,3,3.6,BS,1675220071
366,hay river,60.8156,-115.7999,248.14,77,75,3.09,CA,1675220084
367,yokadouma,3.5167,15.05,293.63,62,14,0.24,CM,1675220219
368,salinopolis,-0.6136,-47.3561,297.38,92,99,0.91,BR,1675220219
369,bogande,12.9714,-0.1436,295.22,7,100,3.92,BF,1675219966
370,saldanha,-33.0117,17.9442,288.18,92,0,5.79,ZA,1675219973
371,pimentel,-6.8367,-79.9342,297.31,69,0,6.69,PE,1675220219
372,nanakuli,21.3906,-158.1547,301.8,59,20,3.09,US,1675220220
373,souillac,-20.5167,57.5167,298.36,88,40,3.09,MU,1675220220
374,tongzi,28.7829,105.0877,287.96,40,0,1.51,CN,1675220221
375,sioux lookout,50.1001,-91.917,246.19,83,20,1.03,CA,1675220221
376,duldurga,50.6761,113.5931,258.44,70,4,2.7,RU,1675220118
377,shimoda,34.6667,138.95,284.87,60,25,8.0,JP,1675220222
378,vila velha,-20.3297,-40.2925,298.12,83,20,2.57,BR,1675220222
379,okhotsk,59.3833,143.3,256.13,94,100,5.72,RU,1675220222
380,sidrolandia,-20.9319,-54.9614,293.7,96,100,1.57,BR,1675220223
381,port augusta,-32.5,137.7667,297.16,42,12,7.52,AU,1675219967
382,akdepe,42.0551,59.3788,278.2,85,100,5.47,TM,1675220223
383,lufkin,31.3382,-94.7291,276.26,94,100,4.12,US,1675220103
384,bayan,46.0833,127.4,261.57,85,100,4.64,CN,1675220224
385,mandurah,-32.55,115.7,299.77,45,0,4.73,AU,1675220224
386,clarksburg,39.2807,-80.3445,272.62,92,100,3.09,US,1675220224
387,gat,31.61,34.7642,285.59,100,63,8.2,IL,1675219805
388,neyshabur,36.2133,58.7958,278.88,87,100,2.56,IR,1675220225
389,shitanjing,39.2342,106.3439,265.54,27,14,3.55,CN,1675220225
390,namatanai,-3.6667,152.4333,301.73,71,99,2.91,PG,1675220197
391,qui nhon,13.7667,109.2333,296.87,78,44,3.06,VN,1675220226
392,elbistan,38.2059,37.1983,273.98,93,100,0.34,TR,1675220130
393,havre-saint-pierre,50.2334,-63.5986,260.15,77,0,3.6,CA,1675220226
394,varnamo,57.186,14.04,276.63,1,100,3.58,SE,1675220227
395,narsaq,60.9167,-46.05,265.27,94,100,1.44,GL,1675219950
396,hurghada,27.2574,33.8129,286.08,51,0,7.5,EG,1675220227
397,impfondo,1.6381,18.0667,295.33,72,79,1.23,CG,1675220227
398,kadyy,57.787,43.1903,268.8,94,100,4.52,RU,1675220228
399,aklavik,68.2191,-135.0107,237.45,100,69,2.23,CA,1675220228
400,nakusp,50.2499,-117.8023,267.34,86,100,1.03,CA,1675220228
401,pacific grove,36.6177,-121.9166,283.39,69,0,0.89,US,1675220229
402,khani,41.9563,42.9566,267.91,76,90,1.08,GE,1675219945
403,alcaniz,41.05,-0.1333,276.79,81,0,4.35,ES,1675220229
404,panzhihua,26.5851,101.7128,291.5,37,27,0.11,CN,1675220230
405,tambovka,50.0969,128.0489,257.82,80,29,4.59,RU,1675220230
406,paamiut,61.994,-49.6678,263.09,69,100,4.65,GL,1675219964
407,kimbe,-5.5502,150.1429,300.23,82,98,1.32,PG,1675220230
408,nuevo progreso,23.1667,-97.95,287.3,74,94,0.89,MX,1675220231
409,vega de alatorre,20.0333,-96.6333,295.91,88,7,3.51,MX,1675220231
410,adamovka,51.5223,59.9396,252.32,100,82,1.19,RU,1675220231
411,talipparamba,12.05,75.35,297.82,59,20,1.49,IN,1675220232
412,mahon,39.8885,4.2658,281.46,81,75,2.06,ES,1675220232
413,baiao,-2.7906,-49.6717,295.28,99,100,0.58,BR,1675220233
414,gimli,50.6336,-96.9907,247.16,70,44,2.57,CA,1675220136
415,udachnyy,66.4167,112.4,236.36,100,74,2.21,RU,1675220233
416,cuamba,-14.8031,36.5372,292.37,98,79,0.91,MZ,1675220233
417,san patricio,28.017,-97.5169,277.08,83,100,6.07,US,1675220234
418,shache,38.4167,77.2406,266.82,75,95,1.3,CN,1675220234
419,odda,60.0691,6.5457,278.58,98,100,3.4,NO,1675220234
420,jolalpan,18.325,-98.8417,297.11,36,1,0.9,MX,1675220235
421,panjakent,39.4952,67.6093,278.54,69,100,5.08,TJ,1675220235
422,bonfim,3.0833,-59.95,298.99,59,22,3.26,BR,1675220236
423,baffa,34.4378,73.2194,279.7,49,78,2.83,PK,1675220236
424,catamarca,-28.4696,-65.7852,296.71,62,0,6.21,AR,1675220236
425,awbari,26.5921,12.7805,279.04,37,2,2.72,LY,1675220237
426,ewa beach,21.3156,-158.0072,301.8,69,20,3.6,US,1675220237
427,arcata,40.8665,-124.0828,280.81,81,0,2.06,US,1675220238
428,la mesa,32.7678,-117.0231,285.9,62,0,2.57,US,1675220238
429,kholtoson,50.2981,103.3097,257.99,77,74,1.27,RU,1675220238
430,bajil,15.0584,43.2851,295.03,74,71,0.63,YE,1675220239
431,klaksvik,62.2266,-6.589,276.66,93,96,13.64,FO,1675220239
432,tabou,4.423,-7.3528,299.14,87,99,2.2,CI,1675220240
433,pimenta bueno,-11.6725,-61.1936,294.26,99,100,0.72,BR,1675220240
434,chateau-thierry,49.05,3.4,280.02,89,93,5.82,FR,1675220240
435,fortuna,40.5982,-124.1573,280.66,88,0,0.0,US,1675220240
436,port-gentil,-0.7193,8.7815,299.92,80,34,6.15,GA,1675220241
437,yaan,7.3833,8.5667,300.31,46,35,2.35,NG,1675220241
438,finschhafen,-6.6024,147.8681,303.22,73,72,4.62,PG,1675220242
439,ushtobe,45.2514,77.9838,264.91,92,100,0.52,KZ,1675220242
440,ostrovnoy,68.0531,39.5131,265.19,98,95,1.91,RU,1675219982
441,malanville,11.8685,3.3899,295.41,7,50,3.28,BJ,1675220243
442,tessalit,20.1986,1.0114,287.96,12,3,4.01,ML,1675220243
443,plettenberg bay,-34.0527,23.3716,292.14,82,0,3.08,ZA,1675220243
444,zharkent,44.1628,80.0,265.96,88,100,1.01,KZ,1675220244
445,sechura,-5.5569,-80.8222,297.11,73,93,1.85,PE,1675220244
446,fort saint james,54.4333,-124.25,268.55,99,100,0.88,CA,1675220244
447,aquiraz,-3.9014,-38.3911,300.47,88,97,4.92,BR,1675220245
448,kirakira,-10.4544,161.9205,301.55,75,100,3.25,SB,1675219947
449,san carlos de bariloche,-41.1456,-71.3082,288.01,44,20,1.03,AR,1675220245
450,high level,58.5169,-117.136,254.21,78,0,4.12,CA,1675220246
451,olafsvik,64.8945,-23.7142,272.33,83,100,7.65,IS,1675220246
452,kaduy,59.2,37.15,270.04,91,99,4.15,RU,1675220246
453,ewo,-0.8725,14.8206,296.23,73,75,1.11,CG,1675220247
454,hambantota,6.1241,81.1185,297.34,100,20,2.06,LK,1675220066
455,inuvik,68.3499,-133.7218,244.63,72,40,1.03,CA,1675220247
456,iquique,-20.2208,-70.1431,297.17,84,100,1.54,CL,1675219964
457,luena,-11.7833,19.9167,288.19,95,100,0.45,AO,1675220248
458,ventaquemada,5.3675,-73.5208,281.8,95,27,0.74,CO,1675220248
459,tubmanburg,6.8708,-10.8172,295.91,96,9,1.19,LR,1675220248
460,margate,51.3813,1.3862,277.98,78,90,2.24,GB,1675220249
461,cisaat,-6.2923,105.9717,299.62,65,100,1.54,ID,1675220249
462,isangel,-19.55,169.2667,301.83,73,100,1.23,VU,1675220148
463,manokwari,-0.8667,134.0833,301.71,68,45,2.43,ID,1675220250
464,antofagasta,-23.65,-70.4,294.75,81,98,0.79,CL,1675220250
465,phangnga,8.4509,98.5298,300.17,60,35,1.85,TH,1675220250
466,belmonte,-15.8631,-38.8828,297.66,81,3,1.92,BR,1675220251
467,alamogordo,32.8995,-105.9603,280.38,44,75,4.12,US,1675220251
468,sungurlu,40.1675,34.3739,272.3,98,100,1.38,TR,1675220252
469,san quintin,30.4833,-115.95,286.27,64,53,2.93,MX,1675220252
470,beloha,-25.1667,45.05,294.27,77,36,5.79,MG,1675220253
471,vostok,46.4856,135.8833,260.25,74,100,1.48,RU,1675220069
472,la ronge,55.1001,-105.2842,244.29,76,20,1.03,CA,1675220253
473,papara,-3.9839,-38.7273,299.64,96,91,1.44,BR,1675220253
474,sabang,5.8933,95.3214,299.37,72,100,2.18,ID,1675220254
475,naze,28.3667,129.4833,292.66,63,72,5.89,JP,1675220254
476,huarmey,-10.0681,-78.1522,295.47,78,99,2.77,PE,1675220082
477,hami,42.8,93.45,271.09,32,100,1.27,CN,1675220097
478,yarovoye,52.9273,78.58,251.21,99,50,1.58,RU,1675220255
479,necochea,-38.5473,-58.7368,291.9,82,100,3.43,AR,1675220255
480,malanje,-9.5402,16.341,289.35,97,94,1.13,AO,1675220067
481,kushiro,42.975,144.3747,267.68,58,75,2.06,JP,1675220255
482,machali,-34.1833,-70.6667,292.2,52,2,0.3,CL,1675220256
483,xacmaz,41.4635,48.806,277.49,76,84,2.29,AZ,1675220256
484,wichian buri,15.6578,101.106,301.21,25,17,0.83,TH,1675220257
485,kenai,60.5544,-151.2583,273.2,89,100,0.0,US,1675220257
486,murakami,38.2333,139.4833,278.09,83,100,3.7,JP,1675220257
487,suntar,62.1444,117.6319,241.37,95,71,2.36,RU,1675220094
488,sanmenxia,34.7747,111.1814,279.98,20,68,6.25,CN,1675220258
489,loukhi,66.0764,33.0381,260.55,95,25,3.19,RU,1675220258
490,itarema,-2.9248,-39.9167,298.34,88,28,4.94,BR,1675220002
491,acapulco,16.8634,-99.8901,300.05,78,0,3.6,MX,1675219914
492,husavik,66.0449,-17.3389,271.44,95,100,6.33,IS,1675220259
493,gornoye loo,43.7129,39.6049,279.03,76,99,1.46,RU,1675220259
494,balkanabat,39.5108,54.3671,278.83,89,100,3.42,TM,1675220259
495,kichera,55.9375,110.0997,255.32,88,88,0.69,RU,1675220260
496,macau,22.2006,113.5461,295.85,77,20,2.06,MO,1675220111
497,wilmington,34.2257,-77.9447,289.1,89,100,1.54,US,1675220030
498,atikokan,48.7555,-91.6216,245.8,100,72,1.39,CA,1675220260
499,hualmay,-11.0964,-77.6139,295.46,78,100,3.57,PE,1675220261
500,sosnovo-ozerskoye,52.5249,111.5418,252.44,90,75,3.95,RU,1675220261
501,atar,20.5169,-13.0499,291.92,22,74,2.39,MR,1675220261
502,kathu,7.9178,98.3332,301.87,99,81,4.93,TH,1675220262
503,loa janan,-0.583,117.095,298.47,93,100,0.66,ID,1675220262
504,zvishavane,-20.3267,30.0665,291.45,89,14,1.21,ZW,1675220263
505,gorele,41.0308,39.0031,279.29,94,100,3.25,TR,1675220263
506,nuuk,64.1835,-51.7216,258.05,90,100,6.27,GL,1675220263
507,moron,-34.6534,-58.6198,298.69,80,88,3.2,AR,1675220156
508,agadez,19.75,10.25,285.54,33,44,4.49,NE,1675220264
509,olden,61.8364,6.8064,273.56,92,100,3.18,NO,1675220264
510,coari,-4.085,-63.1414,296.0,97,100,0.66,BR,1675220265
511,borgo san dalmazzo,44.333,7.4858,278.61,55,100,1.97,IT,1675220265
512,balta,47.9355,29.6198,270.8,94,25,2.97,UA,1675220266
513,asau,46.4333,26.4,269.66,91,79,2.81,RO,1675220112
514,aiken,33.5835,-81.5998,291.54,96,100,3.09,US,1675220266
515,pandan,14.0453,124.1694,299.57,88,34,5.39,PH,1675220266
516,russell,32.3502,-85.1999,290.72,100,40,0.0,US,1675219992
517,uthal,25.8072,66.6219,289.99,30,0,2.13,PK,1675220019
518,erdenet,49.0333,104.0833,256.02,87,98,1.36,MN,1675220267
519,marsala,37.7966,12.4352,277.12,87,0,2.06,IT,1675220267
520,saurimo,-9.6608,20.3916,290.89,88,100,1.17,AO,1675220268
521,pervomayskiy,53.2485,40.2871,265.89,94,60,3.14,RU,1675220268
522,arlit,18.7369,7.3853,289.23,21,30,3.66,NE,1675220269
523,ornskoldsvik,63.2909,18.7153,260.68,92,96,1.54,SE,1675220269
524,ust-ishim,57.6935,71.1665,258.67,95,24,2.35,RU,1675220269
525,saint-francois,46.4154,3.9054,276.84,93,100,1.03,FR,1675220270
526,oussouye,12.485,-16.5469,293.25,39,64,4.39,SN,1675220270
527,gambela,8.25,34.5833,300.71,39,52,1.13,ET,1675220270
528,mwinilunga,-11.7358,24.4293,287.91,98,100,1.07,ZM,1675220155
529,orlik,52.5178,99.825,252.03,87,28,0.83,RU,1675220271
530,porosozero,62.7191,32.727,266.25,96,100,2.6,RU,1675220271
531,severomuysk,56.1481,113.4267,249.21,94,100,2.23,RU,1675220271
532,shenjiamen,29.9576,122.298,285.59,74,0,5.55,CN,1675220272
533,marfino,55.7028,37.3822,273.34,86,75,5.0,RU,1675220272
534,mehamn,71.0357,27.8492,274.1,80,75,9.26,NO,1675220273
535,carupano,10.6678,-63.2585,295.84,85,4,2.1,VE,1675219966
536,talakan,50.3167,130.3667,253.09,91,94,2.53,RU,1675220273
537,wanning,18.8003,110.3967,296.88,74,19,2.2,CN,1675220273
538,boundiali,9.5217,-6.4869,295.25,18,3,1.13,CI,1675220274
539,zhigansk,66.7697,123.3711,244.42,99,100,2.38,RU,1675220274
540,turbat,26.0023,63.044,288.35,66,0,1.74,PK,1675220274
541,conakry,9.538,-13.6773,298.63,67,0,0.93,GN,1675220275
542,oranjemund,-28.55,16.4333,290.13,94,65,2.04,NA,1675220275
543,puerto del rosario,28.5004,-13.8627,288.01,63,100,4.12,ES,1675220276
544,kununurra,-15.7667,128.7333,304.14,70,75,2.57,AU,1675219843
545,phon,15.816,102.5998,298.18,27,41,1.67,TH,1675220276
546,oistins,13.0667,-59.5333,296.2,83,20,4.12,BB,1675220276
547,santiago de chuco,-8.15,-78.1833,283.82,88,100,1.06,PE,1675220277
548,kabare,-2.4683,28.8242,287.67,87,12,0.36,CD,1675220277
549,khingansk,49.1167,131.1833,252.72,90,83,3.39,RU,1675220277
550,santa lucia,27.9117,-15.5407,283.77,72,20,5.14,ES,1675220083
551,ust-maya,60.4167,134.5333,241.29,90,100,1.69,RU,1675220278
552,praia,14.9215,-23.5087,294.45,73,40,8.23,CV,1675220183
553,severo-yeniseyskiy,60.3725,93.0408,255.26,98,96,1.41,RU,1675220278
554,ust-ordynskiy,52.805,104.7508,256.92,85,100,1.21,RU,1675220279
555,waiouru,-39.4833,175.6667,289.2,83,100,3.08,NZ,1675220279
556,ahipara,-35.1667,173.1667,296.11,77,100,3.98,NZ,1675220147
557,petropavlovsk-kamchatskiy,53.0452,158.6483,263.48,53,0,2.0,RU,1675220280
558,maniitsoq,65.4167,-52.9,256.83,78,100,5.33,GL,1675220280
559,brownsville,25.9018,-97.4975,279.12,93,100,5.66,US,1675220280
560,xudat,41.631,48.681,277.82,81,84,1.71,AZ,1675220281
561,samana,19.2056,-69.3369,297.14,68,52,5.28,DO,1675220281
562,camabatela,-8.1881,15.375,289.2,95,78,1.04,AO,1675220282
563,ouro preto do oeste,-10.7481,-62.2158,294.43,99,99,0.63,BR,1675220001
564,winona,43.9666,-91.7668,259.04,72,0,0.0,US,1675220283
565,santa rosa,14.3122,121.1114,303.2,67,70,6.43,PH,1675220283
566,gimbi,9.1667,35.8333,289.19,37,91,1.51,ET,1675220284
